Symbol,Date,Close,RSI_14,MACD,BB_pctB,Volume_ratio,ML_confidence,Active_signals
CGH,2026-06-25,770.0,34.23430934059056,-9.286695109672223,0.1182664417564741,0.9745265476340923,0.4304128831258956,RSI-oversold
CBBL,2026-06-25,911.0,44.36008358683161,-1.612391851896291,0.2244666383281719,0.6904295280091458,0.4424707835317429,none
BPCL,2026-06-25,650.0,31.475570954424725,-8.037279758209365,-0.1108377823245161,0.783402347229477,0.43377212895818135,BB-lower
BNT,2026-06-25,11786.0,51.70936195052702,1.682372279910851,0.6244094197289898,0.8080808080808081,0.5004967784751911,MACD-cross
SWBBL,2026-06-25,706.0,31.709012330846303,-6.030219976252511,-0.21394627001035021,0.6294183608795281,0.3797585879050104,BB-lower
BHPL,2026-06-25,508.5,39.67092709766538,-4.5078510730039625,0.004157092772615967,0.6302149993551012,0.4488620490832631,none
BGWT,2026-06-25,580.0,27.83451362578897,-17.22674562920247,-0.3066630686586635,2.4479941607478737,0.43893916223369867,BB-lower
BFC,2026-06-25,515.0,59.7305390271538,11.604480715269062,0.6769047305997428,0.6297299497443383,0.5322778664200201,none
BEDC,2026-06-25,346.9,38.47330035175293,-8.393346818911539,0.05589056391991342,0.3596946664279553,0.44763479352954055,none
BBC,2026-06-25,4200.0,31.774176411079097,-124.06899130136752,0.21811048174890438,0.2802297884265097,0.46486900016852784,none
TRH,2026-06-25,766.0,50.13895647023452,1.6734852379686345,0.4213372635113987,0.25925541843824534,0.4582605821762703,none
BARUN,2026-06-25,329.0,35.77095252271194,-4.5313809851357405,0.11779740201637087,0.5244548235371509,0.44938642695999254,none
UNHPL,2026-06-25,392.0,28.67148584377712,-15.364947208732076,0.08297346815948788,0.563820194306447,0.4576399796324806,none
API,2026-06-25,336.0,37.43463593285032,-2.2823911980324283,0.1000481057453915,0.901706477365025,0.44268008119250124,none
ALICL,2026-06-25,443.0,39.79328226372159,-3.742934756920477,0.1914709508972177,0.8463855145961681,0.4436232181306985,none
AKPL,2026-06-25,257.9,38.05777465690488,-2.616236312857154,0.01966044954853517,0.6863325419282098,0.4562868078404836,none
UNL,2026-06-25,46800.0,48.68266088111093,48.31803253998805,0.3397930138916755,0.33557046979865773,0.4069298456941652,none
AKJCL,2026-06-25,366.7,40.5950133491445,-4.443005628574554,0.12349896860954511,0.365683737557941,0.5631014726321051,none
AHPC,2026-06-25,265.1,33.21347602054615,-3.475559258778958,0.008921069534628161,0.7367562888192233,0.45573232962126964,none
UPCL,2026-06-25,355.0,37.61543295012055,-4.696134948716065,0.13243240648720084,0.7324353686964044,0.4602649626327062,none
AHL,2026-06-25,470.0,36.08786402822801,-10.731716465910722,0.1513779520548399,3.2824082129806857,0.4792781632395706,none
CLI,2026-06-25,448.2,39.28906286913341,-2.3870902126534475,0.18975418368638258,1.1066530249229307,0.4434114736751033,none
CZBIL,2026-06-25,195.1,33.45726259436208,-2.1376695732307383,0.042492584358580755,0.6267511689846336,0.4425251620739698,none
DDBL,2026-06-25,833.4,41.94963660898794,-2.7642577903430947,0.21840891999652967,1.817827857682394,0.4404447788596893,none
SINDU,2026-06-25,701.0,38.6689144758619,-5.919238585687481,-0.07722432642038023,0.39564745751309716,0.4104387603894291,BB-lower
LLBS,2026-06-25,923.0,42.35516656559099,-4.325889493331943,0.054599442579909264,0.2169249106078665,0.4652060650687618,none
LICN,2026-06-25,803.9,41.94415804133635,-4.081588768836923,0.18139456213523295,0.32478154190521286,0.4421241988408985,none
KPCL,2026-06-25,477.0,36.593691574513855,-4.454814510358233,0.07093070066912766,0.6978891820580475,0.475004004159845,none
SCB,2026-06-25,641.5,38.282819632114354,-2.0906091126037154,0.06295595717300422,0.18928705793829947,0.4461637423203645,none
KDL,2026-06-25,790.0,37.05593822279329,-8.561378060702168,-0.16939132157426595,1.426123326265648,0.41027602859636614,BB-lower
KBL,2026-06-25,208.0,39.029356835041945,-2.030980401942287,0.09764081742441653,1.1843123348183682,0.44160383172523315,none
SHIVM,2026-06-25,628.0,27.447148310984247,-10.760105876614034,0.04378511328489215,0.7258377399546081,0.4569181108709075,none
JOSHI,2026-06-25,268.0,36.7342934387003,-3.986498639472188,0.09630949209099453,0.9398633619319987,0.4446411338335772,none
JFL,2026-06-25,401.0,41.43472650818431,-3.12134871864356,0.15872085975871572,0.7657272811088233,0.4449118609439914,none
